CRATER_ID,CRATER_NAME,LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,DEPTH_RIMFLOOR_TOPOG,MORPHOLOGY_EJECTA_1,MORPHOLOGY_EJECTA_2,MORPHOLOGY_EJECTA_3,NUMBER_LAYERS
18-001651, ,-17.948,-47.87,3.44,0, , , ,0
18-001652, ,-27.111,-59.22,3.44,0,Rd, , ,0
18-001653, ,-24.201,-49.08,3.44,.24,Rd, , ,0
18-001654, ,-2.365,-76.678,3.44,.38,SLEPS,HuBL, ,1
18-001655, ,-3.056,-47.401,3.44,0,Rd, , ,0
18-001656, ,-24.414,-47.832,3.44,.14,Rd, , ,0
18-001657, ,-2.483,-50.873,3.44,0, , , ,0
18-001658, ,-15.22,-62.157,3.43,0, , , ,0
18-001659, ,-16.197,-83.004,3.43,.45,DLERC,SmSL, ,2
18-001660, ,-27.566,-75.878,3.43,.42,SLERS,HuSL, ,1
18-001661, ,-24.945,-57.141,3.43,0,Rd, , ,0
18-001662, ,-3.505,-83.898,3.43,0,Rd, , ,0
18-001663, ,-11.728,-86.3,3.43,.48,Rd/SLERS,HuBL, ,1
18-001664, ,-21.148,-54.156,3.43,.44,SLEPS,HuBL, ,1
18-001665, ,-3.56,-53.438,3.43,0, , , ,0
18-001666, ,-7.713,-63.581,3.42,0, , , ,0
18-001667, ,-29.773,-63.95,3.42,0, , , ,0
18-001668, ,-21.76,-60.584,3.42,.43,Rd, , ,0
18-001669, ,-17.399,-52.033,3.42,.37,Rd, , ,0
18-001670, ,-17.443,-56.576,3.42,.47,SLEPC,HuSL, ,1
18-001671, ,-12.556,-58.913,3.42,.45,Rd, , ,0
18-001672, ,-2.561,-49.824,3.42,.35,Rd, , ,0
18-001673, ,-29.071,-68.435,3.42,.37,Rd, , ,0
18-001674, ,-24.07,-61.371,3.42,0,Rd/SLEPC,HuSL, ,1
18-001675, ,-4.868,-45.312,3.41,.4,Rd, , ,0
18-001676, ,-28.226,-48.211,3.41,0, , , ,0
18-001677, ,-24.462,-46.751,3.41,.48,Rd, , ,0
18-001678, ,-14.234,-86.305,3.41,0,Rd, , ,0
18-001679, ,-4.57,-81.31,3.41,0, , , ,0
18-001680, ,-15.911,-62.378,3.4,.11, , , ,0
18-001681, ,-1.269,-55.046,3.4,.25,Rd, , ,0
18-001682, ,-.97,-50.061,3.4,.23,Rd, , ,0
18-001683, ,-.68,-54.99,3.4,.45,Rd, , ,0
18-001684, ,-15.315,-56.495,3.4,0, , , ,0
18-001685,Johnstown,-9.785,-51.05,3.4,.09, , , ,0
18-001686, ,-4.345,-45.674,3.4,.14,Rd, , ,0
18-001687, ,-2.135,-63.137,3.39,.19,Rd, , ,0
18-001688, ,-4.371,-51.347,3.39,0, , , ,0
18-001689, ,-6.152,-45.996,3.39,0,Rd, , ,0
18-001690, ,-21.058,-45.614,3.39,.25, , , ,0
18-001691, ,-21.012,-52.622,3.39,.23,SLEPC,SmSL, ,1
18-001692, ,-6.661,-55.543,3.38,0,Rd, , ,0
18-001693, ,-12.241,-54.302,3.38,.27,Rd, , ,0
18-001694, ,-1.019,-81.81,3.38,0,SLEPC,HuSL, ,1
18-001695, ,-19.552,-68.142,3.38,.27,Rd, , ,0
18-001696, ,-23.595,-50.669,3.38,0,Rd, , ,0
18-001697, ,-18.837,-55.273,3.38,.36,Rd, , ,0
18-001698, ,-.955,-58.481,3.38,.21, , , ,0
18-001699, ,-14.735,-82.399,3.38,.51,Rd, , ,0
18-001700, ,-22.435,-57.392,3.37,.16,Rd, , ,0
18-001701, ,-3.306,-46.766,3.37,0,Rd, , ,0
18-001702, ,-21.961,-54.454,3.37,.37,Rd/DLEPC,Hu, ,2
18-001703, ,-20.17,-66.833,3.37,.41,SLEPS,SmSL, ,1
18-001704, ,-29.661,-46.244,3.37,.36,Rd, , ,0
18-001705, ,-25.756,-48.661,3.36,.37,Rd, , ,0
18-001706, ,-18.113,-74.954,3.36,.28,Rd, , ,0
18-001707, ,-28.431,-48.529,3.36,0,Rd, , ,0
18-001708, ,-2.443,-54.008,3.36,0, , , ,0
18-001709, ,-2.469,-53.681,3.36,.21, , , ,0
18-001710, ,-5.877,-55.553,3.36,.4,Rd, , ,0
18-001711, ,-10.381,-53.209,3.36,.28,Rd, , ,0
18-001712, ,-4.021,-50.035,3.35,.37,Rd, , ,0
18-001713, ,-14.838,-77.455,3.35,.22,Rd, , ,0
18-001714, ,-.944,-53.353,3.35,0,Rd, , ,0
18-001715, ,-13.947,-84.417,3.35,.44,Rd, , ,0
18-001716, ,-29.512,-61.944,3.35,0,Rd/SLEPC,HuSL,Pin-Cushion,1
18-001717, ,-1.873,-62.94,3.35,.42,Rd, , ,0
18-001718, ,-9.247,-83.507,3.35,.35,Rd, , ,0
18-001719, ,-19.956,-49.83,3.35,.28,Rd, , ,0
18-001720, ,-1.444,-50.029,3.35,0,Rd, , ,0
18-001721, ,-6.759,-57.919,3.35,.5,Rd, , ,0
18-001722, ,-19.606,-78.142,3.35,0, , , ,0
18-001723, ,-9.367,-63.696,3.34,0,Rd, , ,0
18-001724, ,-27.428,-61.796,3.34,.28,Rd, , ,0
18-001725, ,-11.353,-81.396,3.34,.32,Rd, , ,0
18-001726, ,-2.51,-69.028,3.34,0,Rd, , ,0
18-001727, ,-1.454,-60.634,3.34,.12,Rd, , ,0
18-001728, ,-25.785,-52.179,3.34,.37,Rd, , ,0
18-001729, ,-19.375,-68.355,3.34,.31,Rd, , ,0
18-001730, ,-20.819,-63.846,3.34,.41,SLERC,SmSL, ,1
18-001731, ,-1.098,-50.705,3.34,.34,Rd, , ,0
18-001732, ,-9.637,-53.146,3.34,.13, , , ,0
18-001733, ,-1.403,-52.168,3.33,0,Rd, , ,0
18-001734, ,-4.752,-53.72,3.33,.17,Rd, , ,0
18-001735, ,-24.153,-59.865,3.33,0,Rd, , ,0
18-001736, ,-23.27,-82.408,3.33,.45,Rd, , ,0
18-001737, ,-4.09,-46.695,3.33,.29,Rd, , ,0
18-001738, ,-20.495,-53.593,3.33,0, , , ,0
18-001739, ,-10.095,-72.941,3.33,.07, , , ,0
18-001740, ,-26.298,-75.25,3.33,.3,SLEPS,HuAm, ,1
18-001741, ,-8.088,-88.792,3.33,0,Rd, , ,0
18-001742, ,-.84,-85.629,3.33,0,Rd, , ,0
18-001743, ,-15.668,-66.496,3.33,0,SLEPC,HuSL, ,1
18-001744, ,-9.048,-57.515,3.33,.38,Rd, , ,0
18-001745, ,-2.217,-48.744,3.32,.43,Rd, , ,0
18-001746, ,-16.835,-57.583,3.32,.52,SLERS,HuSL, ,1
18-001747, ,-12.964,-74.921,3.32,.32,Rd, , ,0
18-001748, ,-10.746,-45.584,3.32,0,Rd, , ,0
18-001749, ,-.957,-49.175,3.32,.1, , , ,0
18-001750, ,-2.647,-76.214,3.31,0,Rd, , ,0
18-001751, ,-3.412,-48.195,3.31,.3,Rd, , ,0
18-001752, ,-4.355,-86.973,3.31,0,Rd, , ,0
18-001753, ,-.527,-64.019,3.31,.16,Rd, , ,0
18-001754, ,-5.05,-57.251,3.31,.36,Rd, , ,0
18-001755, ,-16.415,-83.457,3.31,.38,Rd, , ,0
18-001756, ,-25.827,-63.295,3.31,.32,Rd, , ,0
18-001757, ,-1.166,-53.66,3.31,.12,Rd, , ,0
18-001758, ,-23.928,-66.575,3.3,.35,SLEPS,SmBL, ,1
18-001759, ,-1.311,-56.785,3.3,.43,Rd, , ,0
18-001760, ,-2.324,-54.594,3.3,0,Rd, , ,0
18-001761, ,-3.108,-54.95,3.3,.32,Rd, , ,0
18-001762, ,-19.11,-49.921,3.3,.31,Rd, , ,0
18-001763, ,-10.957,-75.62,3.3,0, , , ,0
18-001764, ,-19.251,-70.275,3.3,0,Rd, , ,0
18-001765, ,-21.016,-60.262,3.3,0,Rd, , ,0
18-001766, ,-13.321,-81.901,3.29,.47,Rd, , ,0
18-001767, ,-1.848,-48.311,3.29,.13, , , ,0
18-001768, ,-16.715,-51.959,3.29,0, , , ,0
18-001769, ,-.698,-69.912,3.29,.27,SLERC,SmBL, ,1
18-001770, ,-6.364,-83.467,3.29,.15,Rd, , ,0
18-001771, ,-16.12,-61.094,3.29,.33,Rd, , ,0
18-001772, ,-6.427,-45.244,3.28,0, , , ,0
18-001773, ,-23.319,-89.639,3.28,.18,Rd, , ,0
18-001774, ,-3.387,-45.606,3.28,0,Rd, , ,0
18-001775, ,-7.254,-52.355,3.28,.26,Rd, , ,0
18-001776, ,-25.256,-62.851,3.28,.29,Rd, , ,0
18-001777, ,-11.273,-51.429,3.28,0, , , ,0
18-001778, ,-2.368,-68.635,3.28,.32,Rd, , ,0
18-001779, ,-9.15,-66.651,3.27,0,Rd, , ,0
18-001780, ,-25.662,-53.053,3.27,.27,Rd, , ,0
18-001781, ,-24.325,-58.926,3.27,.47,Rd/SLERS,HuSL, ,1
18-001782, ,-21.81,-60.745,3.27,.31,Rd, , ,0
18-001783, ,-26.573,-73.747,3.27,.35,Rd, , ,0
18-001784, ,-18.415,-85.827,3.27,.49,SLERS,HuSL, ,1
18-001785, ,-7.213,-76.653,3.27,0,Rd, , ,0
18-001786, ,-11.256,-48.8,3.27,.43,Rd, , ,0
18-001787, ,-3.759,-64.567,3.26,0,Rd, , ,0
18-001788, ,-16.166,-54.378,3.26,.39,Rd, , ,0
18-001789, ,-8.336,-56.585,3.26,0, , , ,0
18-001790, ,-14.778,-68.191,3.26,.26,Rd, , ,0
18-001791, ,-1.256,-50.333,3.26,0, , , ,0
18-001792, ,-11.492,-67.427,3.26,0, , , ,0
18-001793, ,-20.756,-77.242,3.26,.36,Rd, , ,0
18-001794, ,-3.807,-67.945,3.25,.29,Rd, , ,0
18-001795, ,-8.393,-54.097,3.25,.15, , , ,0
18-001796, ,-2.848,-50.496,3.25,0, , , ,0
18-001797, ,-.93,-51.899,3.25,.43,Rd, , ,0
18-001798, ,-.074,-56.823,3.25,0, , , ,0
18-001799, ,-14.252,-87.178,3.24,.17,Rd, , ,0
18-001800, ,-27.605,-55.8,3.24,0,Rd, , ,0
18-001801, ,-11.294,-48.108,3.24,.05, , , ,0
18-001802, ,-27.743,-77.581,3.24,.25,Rd, , ,0
18-001803, ,-.705,-74.092,3.24,.15,Rd, , ,0
18-001804, ,-1.76,-49.281,3.24,0, , , ,0
18-001805, ,-18.821,-45.648,3.24,0, , , ,0
18-001806, ,-18.613,-85.811,3.23,.54,Rd/SLERS,HuSL, ,1
18-001807, ,-11.395,-58.203,3.23,.34,SLERS,SmAm, ,1
18-001808, ,-4.408,-51.305,3.22,0, , , ,0
18-001809, ,-2.558,-48.596,3.22,.11, , , ,0
18-001810, ,-21.296,-72.61,3.22,.28,Rd, , ,0
18-001811, ,-19.083,-68.063,3.22,.28,Rd, , ,0
18-001812, ,-26.485,-78.911,3.22,.38,Rd, , ,0
18-001813, ,-.623,-49.005,3.22,0,Rd, , ,0
18-001814, ,-15.293,-77.027,3.22,.11, , , ,0
18-001815, ,-21.373,-72.077,3.21,.28,Rd, , ,0
18-001816, ,-3.552,-51.614,3.21,.2,Rd, , ,0
18-001817, ,-5.561,-61.6,3.21,.25,Rd, , ,0
18-001818, ,-1.782,-51.75,3.21,0, , , ,0
18-001819, ,-24.398,-79.025,3.21,0,Rd, , ,0
18-001820, ,-3.884,-63.35,3.21,.26,Rd, , ,0
18-001821, ,-2.372,-53.682,3.21,.39,Rd, , ,0
18-001822, ,-28.68,-67.052,3.21,.34,Rd, , ,0
18-001823, ,-2.093,-54.501,3.21,.36,Rd, , ,0
18-001824, ,-19.906,-78.006,3.21,0, , , ,0
18-001825, ,-8.505,-57.163,3.21,.32,Rd, , ,0
18-001826, ,-20.279,-73.702,3.21,.53,Rd, , ,0
18-001827, ,-20.114,-86.291,3.21,0,Rd, , ,0
18-001828, ,-3.39,-46.642,3.2,.25,Rd, , ,0
18-001829, ,-24.637,-64.825,3.2,.3,Rd, , ,0
18-001830, ,-27.892,-68.513,3.2,.27,SLEPS,HuSL, ,1
18-001831, ,-6.873,-52.218,3.2,.36,Rd, , ,0
18-001832, ,-2.623,-53.46,3.2,0, , , ,0
18-001833, ,-2.488,-53.886,3.19,0, , , ,0
18-001834, ,-6.349,-46.559,3.19,.05, , , ,0
18-001835, ,-16.081,-57.647,3.19,0,Rd, , ,0
18-001836, ,-9.262,-56.805,3.19,.27,Rd, , ,0
18-001837, ,-4.674,-78.208,3.19,0,Rd, , ,0
18-001838, ,-5.912,-62.357,3.19,.29,SLERC,SmSL, ,1
18-001839, ,-11.607,-87.345,3.19,0, , , ,0
18-001840, ,-21.255,-66.365,3.19,0,Rd, , ,0
18-001841, ,-4.502,-78.886,3.18,.05, , , ,0
18-001842, ,-28.127,-57.243,3.18,0,Rd, , ,0
18-001843, ,-29.96,-46.373,3.18,.32,Rd, , ,0
18-001844, ,-10.834,-63.853,3.18,0,Rd, , ,0
18-001845, ,-10.585,-62.212,3.18,0,Rd, , ,0
18-001846, ,-10.024,-78.607,3.18,.26,Rd, , ,0
18-001847, ,-10.143,-62.754,3.17,0,Rd, , ,0
18-001848, ,-16,-58.971,3.17,0,Rd, , ,0
18-001849, ,-11.757,-79.187,3.17,.21,Rd, , ,0
18-001850, ,-12.886,-62.773,3.16,.5,Rd, , ,0
18-001851, ,-2.789,-71.407,3.16,0,Rd, , ,0
18-001852, ,-16.283,-89.757,3.16,.18,Rd, , ,0
18-001853, ,-2.934,-50.531,3.16,0, , , ,0
18-001854, ,-2.201,-48.68,3.16,.33,Rd, , ,0
18-001855, ,-27.036,-47.203,3.16,0,DLERS,HuSL, ,2
18-001856, ,-25.654,-88.218,3.16,.44,Rd, , ,0
18-001857, ,-1.874,-54.596,3.16,0,Rd, , ,0
18-001858, ,-10.662,-85.229,3.16,.22,Rd, , ,0
18-001859, ,-7.695,-54.047,3.16,.43,SLERC,Sm, ,1
18-001860, ,-18.442,-64.324,3.16,0,Rd, , ,0
18-001861, ,-25.145,-54.873,3.16,.32,SLERC,HuSL, ,1
18-001862, ,-8.408,-55.096,3.15,.17, , , ,0
18-001863, ,-16.354,-68.6,3.15,.32,Rd, , ,0
18-001864, ,-18.441,-62.8,3.15,.24,Rd, , ,0
18-001865, ,-25.229,-73.06,3.15,.26,Rd, , ,0
18-001866, ,-3.044,-48.994,3.15,0, , , ,0
18-001867, ,-19.988,-63.556,3.15,.46,Rd, , ,0
18-001868, ,-9.293,-66.835,3.15,.1,Rd, , ,0
18-001869, ,-3.978,-56.162,3.15,.28,Rd, , ,0
18-001870, ,-10.824,-53.999,3.15,.09,Rd, , ,0
18-001871, ,-2.634,-45.887,3.15,.32,Rd, , ,0
18-001872, ,-9.61,-73.638,3.15,.09, , , ,0
18-001873, ,-1.443,-53.31,3.15,0,Rd, , ,0
18-001874, ,-10.805,-56.11,3.15,0,SLERS,SmBL, ,1
18-001875, ,-10.594,-47.018,3.14,0, , , ,0
18-001876, ,-15.867,-51.6,3.14,.21, , , ,0
18-001877, ,-4.025,-49.59,3.14,0, , , ,0
18-001878, ,-22.115,-52.707,3.14,.23,Rd, , ,0
18-001879, ,-14.674,-74.386,3.14,.38,Rd, , ,0
18-001880, ,-23.476,-80.339,3.14,.26,Rd, , ,0
18-001881, ,-11.055,-62.037,3.13,.25,Rd, , ,0
18-001882, ,-1.294,-80.165,3.13,.31,Rd, , ,0
18-001883, ,-18.69,-59.725,3.13,0, , , ,0
18-001884, ,-3.662,-85.522,3.13,.36,Rd, , ,0
18-001885, ,-29.861,-64.603,3.13,0, , , ,0
18-001886, ,-16.212,-61.356,3.13,0,Rd, , ,0
18-001887, ,-6.391,-84.06,3.13,.09, , , ,0
18-001888, ,-1.208,-52.398,3.13,.09, , , ,0
18-001889, ,-15.311,-66.115,3.13,.37,Rd, , ,0
18-001890, ,-25.635,-46.803,3.13,.32,Rd, , ,0
18-001891, ,-28.459,-62.33,3.13,0, , , ,0
18-001892, ,-1.591,-49.851,3.12,0,Rd, , ,0
18-001893, ,-5.29,-51.102,3.12,0,Rd, , ,0
18-001894, ,-3.654,-53.597,3.12,0, , , ,0
18-001895, ,-10.626,-77.866,3.11,0,Rd, , ,0
18-001896, ,-28.143,-57.729,3.11,.32,Rd, , ,0
18-001897, ,-16.074,-66.811,3.11,0,SLERS,HuSL, ,1
18-001898, ,-4.834,-52.255,3.11,.28,Rd, , ,0
18-001899, ,-1.57,-47.971,3.11,0, , , ,0
18-001900, ,-8.973,-56.609,3.11,.23,Rd, , ,0
18-001901, ,-16.421,-81.551,3.11,0,Rd, , ,0
18-001902, ,-15.861,-79.458,3.11,.31,Rd, , ,0
18-001903, ,-12.474,-58.845,3.11,0,Rd, , ,0
18-001904, ,-3.792,-63.478,3.11,.16,Rd, , ,0
18-001905, ,-21.255,-60.359,3.11,.3,Rd, , ,0
18-001906, ,-19.375,-58.491,3.1,0, , , ,0
18-001907, ,-6.03,-80.73,3.1,0,Rd, , ,0
18-001908, ,-4.694,-66.909,3.1,0,Rd, , ,0
18-001909, ,-2.661,-88.95,3.1,0,Rd, , ,0
18-001910, ,-8.884,-66.8,3.1,0,Rd, , ,0
18-001911, ,-23.593,-78.369,3.1,0,Rd, , ,0
18-001912, ,-17.878,-61.504,3.1,0,Rd, , ,0
18-001913, ,-3.14,-48.984,3.1,.23,Rd, , ,0
18-001914, ,-9.774,-57.833,3.1,.43,Rd, , ,0
18-001915, ,-1.55,-50.946,3.1,.14, , , ,0
18-001916, ,-11.735,-77.636,3.1,.26,Rd, , ,0
18-001917, ,-3.732,-53.567,3.1,0, , , ,0
18-001918, ,-7.481,-55.88,3.09,.3,SLERS,HuAm, ,1
18-001919, ,-2.743,-48.933,3.09,.22,Rd, , ,0
18-001920, ,-1.715,-53.297,3.09,.12,Rd, , ,0
18-001921, ,-1.612,-50.3,3.09,0,Rd, , ,0
18-001922, ,-24.976,-62.313,3.09,.29,Rd/SLERC,Hu,Pin-Cushion,1
18-001923, ,-6.073,-55.967,3.09,0, , , ,0
18-001924, ,-12.326,-52.667,3.09,.35,SLERS,SmSL, ,1
18-001925, ,-18.199,-58.188,3.09,0,Rd, , ,0
18-001926, ,-11.011,-52.218,3.09,.08, , , ,0
18-001927, ,-10.87,-57.303,3.08,.47,SLEPC,Sm, ,1
18-001928, ,-.124,-63.313,3.08,.16,Rd, , ,0
18-001929, ,-2.518,-53.807,3.08,0, , , ,0
18-001930, ,-6.469,-63.748,3.08,.34,Rd, , ,0
18-001931, ,-25.187,-70.711,3.08,.29,Rd, , ,0
18-001932, ,-25.828,-75.494,3.08,.26,SLERS,HuBL, ,1
18-001933, ,-15.267,-65.475,3.08,0,Rd, , ,0
18-001934, ,-7.06,-55.627,3.08,.46,Rd/SLERS,HuSL, ,1
18-001935, ,-27.378,-49.608,3.08,.32,SLEPC,HuSL, ,1
18-001936, ,-1.372,-50.123,3.08,.23, , , ,0
18-001937, ,-3.158,-48.908,3.08,.42,Rd, , ,0
18-001938, ,-6.378,-56.643,3.08,.34,Rd, , ,0
18-001939, ,-15.131,-89.54,3.07,.33,Rd, , ,0
18-001940, ,-20.91,-68.798,3.07,0,SLEPC,Sm, ,1
18-001941, ,-15.208,-62.457,3.07,.26,Rd, , ,0
18-001942, ,-.156,-49.339,3.07,.17,Rd, , ,0
18-001943, ,-15.321,-81.133,3.07,0,Rd, , ,0
18-001944, ,-14.479,-87.497,3.07,0,Rd, , ,0
18-001945, ,-3.7,-83.089,3.07,0,SLERS,SmBL, ,1
18-001946, ,-3.892,-78.703,3.06,.37,SLERC,SmSL, ,1
18-001947, ,-21.174,-48.792,3.06,0,Rd, , ,0
18-001948, ,-23.977,-70.446,3.06,0,Rd, , ,0
18-001949, ,-27.285,-65.989,3.06,.24,Rd, , ,0
18-001950, ,-23.316,-65.976,3.06,.41,Rd, , ,0
18-001951, ,-4.193,-48.352,3.06,0, , , ,0
18-001952, ,-14.887,-68.398,3.06,0,SLERC,Hu, ,1
18-001953, ,-.707,-46.086,3.06,0, , , ,0
18-001954, ,-29.535,-65.401,3.06,0,SLEPC,HuAm, ,1
18-001955, ,-16.532,-71.932,3.05,.42,Rd, , ,0
18-001956, ,-.912,-53.665,3.05,0, , , ,0
18-001957, ,-6.045,-56.266,3.05,.22,Rd, , ,0
18-001958, ,-4.94,-46.521,3.05,.24,Rd, , ,0
18-001959, ,-9.281,-47.41,3.05,0,Rd, , ,0
18-001960, ,-28.916,-68.886,3.05,0, , , ,0
18-001961, ,-21.299,-67.035,3.04,.23,Rd, , ,0
18-001962, ,-16.588,-51.864,3.04,.27,SLEPC,Hu, ,1
18-001963, ,-5.382,-48.797,3.04,0, , , ,0
18-001964, ,-20.282,-45.418,3.04,0, , , ,0
18-001965, ,-10.22,-66.776,3.04,0,SLEPC,SmBL, ,1
18-001966, ,-14.642,-78.917,3.04,0,Rd, , ,0
18-001967, ,-27.754,-61.254,3.04,.26,SLEPS,HuAm, ,1
18-001968, ,-22.297,-69.421,3.04,.39,Rd, , ,0
18-001969, ,-21.029,-82.655,3.04,0,Rd, , ,0
18-001970, ,-27.895,-56.45,3.04,.28,SLEPC,Sm, ,1
18-001971, ,-2.274,-77.191,3.04,.19,Rd, , ,0
18-001972, ,-21.859,-49.099,3.04,0,Rd, , ,0
18-001973, ,-12.949,-52.17,3.04,0,Rd, , ,0
18-001974, ,-27.235,-82.735,3.04,.29,SLERS,HuSL, ,1
18-001975, ,-19.941,-77.988,3.04,0, , , ,0
18-001976, ,-1.854,-70.783,3.03,0, , , ,0
18-001977, ,-17.829,-68.844,3.03,.47,Rd, , ,0
18-001978, ,-4.803,-50.927,3.03,0, , , ,0
18-001979, ,-12.045,-56.596,3.03,.42,Rd, , ,0
18-001980, ,-18.924,-55.898,3.03,0,Rd, , ,0
18-001981, ,-4.339,-46.132,3.02,.22,Rd, , ,0
18-001982, ,-13.751,-75.841,3.02,.43,SLERS,HuSL, ,1
18-001983, ,-16.005,-54.025,3.02,.05, , , ,0
18-001984, ,-8.386,-47.431,3.02,.53,Rd, , ,0
18-001985, ,-21.981,-66.646,3.02,.23,Rd, , ,0
18-001986, ,-28.274,-47.67,3.02,0, , , ,0
18-001987, ,-3.03,-55.361,3.02,0,Rd, , ,0
18-001988, ,-9.24,-67.582,3.01,0,Rd, , ,0
18-001989, ,-4.805,-46.853,3.01,.34,Rd, , ,0
18-001990, ,-6.824,-54.199,3.01,.48,Rd, , ,0
18-001991, ,-2.521,-47.212,3.01,0, , , ,0
18-001992, ,-4.121,-53.591,3.01,.33,Rd, , ,0
18-001993, ,-19.674,-84.573,3.01,0,Rd, , ,0
18-001994, ,-25.078,-71.335,3,.23,Rd, , ,0
18-001995, ,-7.572,-55.336,3,0,Rd, , ,0
18-001996, ,-15.185,-62.446,3,.35,Rd, , ,0
18-001997, ,-9.184,-54.209,3,.12,Rd, , ,0
18-001998, ,-23.132,-51.503,3,0,Rd, , ,0
18-001999, ,-2.176,-49.125,3,.16, , , ,0
18-002000, ,-7.848,-46.144,3,0, , , ,0
18-002001, ,-1.397,-50.066,3,0, , , ,0
18-002002, ,-26.002,-50.432,3,0, , , ,0
18-002003, ,-25.521,-53.466,3,0, , , ,0
18-002004, ,-11.796,-88.58,3,0, , , ,0
18-002005, ,-4.933,-50.837,2.99,0, , , ,0
18-002006, ,-8.695,-58.473,2.99,0, , , ,0
18-002007, ,-3.427,-47.341,2.99,0, , , ,0
18-002008, ,-20.786,-76.503,2.99,0, , , ,0
18-002009, ,-20.043,-60.298,2.99,0, , , ,0
18-002010, ,-1.679,-51.654,2.99,0, , , ,0
18-002011, ,-21.965,-82.854,2.99,0, , , ,0
18-002012, ,-8.898,-67.694,2.99,0, , , ,0
18-002013, ,-8.283,-59.278,2.99,0, , , ,0
18-002014, ,-22.47,-55.852,2.99,0, , , ,0
18-002015, ,-11.987,-82.307,2.99,0, , , ,0
18-002016, ,-25.167,-80.868,2.99,0, , , ,0
18-002017, ,-5.779,-49.102,2.99,0, , , ,0
18-002018, ,-10.971,-69.75,2.99,0, , , ,0
18-002019, ,-2.44,-58.944,2.98,0, , , ,0
18-002020, ,-21.688,-58.322,2.98,0, , , ,0
18-002021, ,-5.496,-52.879,2.98,0, , , ,0
18-002022, ,-6.554,-64.373,2.98,0, , , ,0
18-002023, ,-19.096,-53.991,2.98,0, , , ,0
18-002024, ,-16.726,-59.671,2.98,0, , , ,0
18-002025, ,-5.421,-54.966,2.98,0, , , ,0
18-002026, ,-.052,-48.884,2.98,0, , , ,0
18-002027, ,-21.443,-59.633,2.98,0, , , ,0
18-002028, ,-23.271,-88.978,2.98,0, , , ,0
18-002029, ,-6.263,-63.967,2.98,0, , , ,0
18-002030, ,-1.32,-52.926,2.98,0, , , ,0
18-002031, ,-19.695,-52.851,2.97,0, , , ,0
18-002032, ,-1.754,-48.395,2.97,0, , , ,0
18-002033, ,-3.002,-50.349,2.97,0, , , ,0
18-002034, ,-23.98,-52.33,2.97,0, , , ,0
18-002035, ,-10.204,-59.176,2.97,0, , , ,0
18-002036, ,-.493,-65.707,2.97,0, , , ,0
18-002037, ,-18.837,-50.59,2.97,0, , , ,0
18-002038, ,-7.185,-53.836,2.97,0, , , ,0
18-002039, ,-20.041,-60.359,2.97,0, , , ,0
18-002040, ,-14.984,-84.954,2.97,0, , , ,0
18-002041, ,-24.587,-70.263,2.97,0, , , ,0
18-002042, ,-11.875,-86.313,2.97,0, , , ,0
18-002043, ,-25.208,-57.891,2.97,0, , , ,0
18-002044, ,-27.467,-45.541,2.97,0, , , ,0
18-002045, ,-18.042,-50.031,2.97,0, , , ,0
18-002046, ,-.951,-53.87,2.96,0, , , ,0
18-002047, ,-7.338,-52.749,2.96,0, , , ,0
18-002048, ,-2.602,-48.722,2.96,0, , , ,0
18-002049, ,-28.897,-48.587,2.96,0, , , ,0
18-002050, ,-26.05,-56.958,2.95,0, , , ,0
18-002051, ,-21.46,-51.619,2.95,0, , , ,0
18-002052, ,-4.244,-52.75,2.95,0, , , ,0
18-002053, ,-7.839,-55.469,2.95,0, , , ,0
18-002054, ,-23.837,-52.3,2.95,0, , , ,0
18-002055, ,-8.982,-85.406,2.95,0, , , ,0
18-002056, ,-4.105,-65.823,2.95,0, , , ,0
18-002057, ,-19.208,-61.663,2.95,0, , , ,0
18-002058, ,-8.752,-58.522,2.95,0, , , ,0
18-002059, ,-7.877,-76.31,2.95,0, , , ,0
18-002060, ,-14.487,-83.701,2.94,0, , , ,0
18-002061, ,-9.896,-47.593,2.94,0, , , ,0
18-002062, ,-11.981,-52.189,2.94,0, , , ,0
18-002063, ,-1.744,-48.517,2.94,0, , , ,0
18-002064, ,-4.74,-57.326,2.94,0, , , ,0
18-002065, ,-18.396,-54.015,2.94,0, , , ,0
18-002066, ,-27.916,-72.37,2.94,0, , , ,0
18-002067, ,-15.167,-61.899,2.94,0, , , ,0
18-002068, ,-29.164,-87.978,2.93,0, , , ,0
18-002069, ,-7.306,-87.813,2.93,0, , , ,0
18-002070, ,-10.752,-59.191,2.93,0, , , ,0
18-002071, ,-27.097,-70.261,2.93,0, , , ,0
18-002072, ,-14.291,-67.145,2.93,0, , , ,0
18-002073, ,-18.363,-49.044,2.93,0, , , ,0
18-002074, ,-2.862,-49.027,2.93,0, , , ,0
18-002075, ,-.867,-49.981,2.93,0, , , ,0
18-002076, ,-10.545,-62.104,2.93,0, , , ,0
18-002077, ,-1.132,-53.693,2.93,0, , , ,0
18-002078, ,-1.311,-50.376,2.93,0, , , ,0
18-002079, ,-5.244,-53.138,2.92,0, , , ,0
18-002080, ,-3.141,-66.048,2.92,0, , , ,0
18-002081, ,-3.608,-53.632,2.92,0, , , ,0
18-002082, ,-25.616,-48.802,2.92,0, , , ,0
18-002083, ,-4.719,-47.292,2.92,0, , , ,0
